food_code,name,category,kcal_per_100g,carbs_g_per_100g,protein_g_per_100g,fat_g_per_100g,fiber_g_per_100g,default_qty_grams,default_unit,primary_source
ASC189,Stuffed tomatoes (Bharwa tamatar),Prepared Meal,93.34754943847656,6.1900739669799805,3.2818820476531982,6.059778690338135,2.197859764099121,135,tomato,asc_manual
ASC190,Pea potato curry (Aloo matar),Prepared Meal,100.92295837402344,9.739043235778809,3.4828591346740723,5.126852989196777,3.6079277992248535,277,bowl,asc_manual
ASC191,Pea paneer curry (Matar paneer),Prepared Meal,134.83436584472656,9.291922569274902,6.605493068695068,7.750081539154053,3.299630880355835,277,bowl,asc_manual
ASC192,Pea mushroom curry (Matar mushroom),Prepared Meal,93.2961196899414,7.4114909172058105,3.868680953979492,5.161108016967773,3.860334634780884,277,bowl,asc_manual
ASC193,Pea curry (Matar ki sabzi),Prepared Meal,102.99124908447266,9.196368217468262,4.5123186111450195,5.108823776245117,4.439067363739014,277,bowl,asc_manual
ASC194,Pea vadi curry,Prepared Meal,101.94745635986328,8.900667190551758,4.637181282043457,5.077193737030029,4.284573554992676,287,bowl,asc_manual
ASC195,Paneer curry,Prepared Meal,176.5167694091797,8.398056983947754,7.80112361907959,12.384866714477539,1.3991330862045288,202,bowl,asc_manual
ASC196,Lotus stem curry (Kamal kakdi curry),Prepared Meal,110.33787536621094,9.235796928405762,1.529191493988037,7.250926971435547,3.141336441040039,202,bowl,asc_manual
ASC197,Gravy for kofta,Prepared Meal,125.58592987060547,6.30678653717041,1.748348355293274,10.349658966064453,1.9572532176971436,139,bowl,asc_manual
ASC198,Pea kofta curry (Matar kofta curry),Prepared Meal,595.664794921875,4.1676106452941895,2.0104196071624756,63.392459869384766,1.7043529748916626,500,bowl,asc_manual
ASC199,Spinach kofta curry (Palak kofta curry),Prepared Meal,571.7760620117188,3.5648884773254395,1.0858426094055176,61.49188995361328,0.9238912463188171,500,bowl,asc_manual
ASC200,Paneer kofta curry,Prepared Meal,670.9107666015625,3.2690014839172363,2.3853530883789062,72.06321716308594,0.4012089967727661,500,bowl,asc_manual
ASC201,Lotus stem kofta curry (Kamal kakdi kofta curry),Prepared Meal,633.5641479492188,5.014779090881348,0.9571969509124756,67.76353454589844,1.0125051736831665,500,bowl,asc_manual
ASC202,Raw banana kofta curry (Kela kofta curry),Prepared Meal,627.271484375,3.4044394493103027,0.6216891407966614,67.97930908203125,0.5909394025802612,500,bowl,asc_manual
ASC203,Cauliflower kofta curry (Phoolgobhi kofta curry),Prepared Meal,641.099609375,2.616612434387207,1.037197470664978,69.62345886230469,0.9967566132545471,500,bowl,asc_manual
ASC204,Cabbage kofta curry (Pattagobhi kofta curry),Prepared Meal,639.812744140625,2.87414813041687,0.9756070971488953,69.40044403076172,0.9021880030632019,500,bowl,asc_manual
ASC205,Ghiya/Lauki Kofta Curry,Prepared Meal,638.7068481445312,2.7090401649475098,0.8883207440376282,69.40149688720703,0.8348828554153442,500,bowl,asc_manual
ASC206,Spinach paneer kofta curry (Palak paneer kofta curry),Prepared Meal,606.025146484375,2.942911386489868,1.426927924156189,65.40789031982422,0.7456361055374146,500,bowl,asc_manual
ASC207,Vegetarian egg kofta curry,Prepared Meal,627.4058227539062,4.260971546173096,1.3274797201156616,67.24187469482422,0.6372975707054138,500,bowl,asc_manual
ASC208,Baked vegetables,Prepared Meal,88.98686218261719,8.436529159545898,3.669917345046997,4.436777114868164,2.335702419281006,302,bowl,asc_manual
ASC209,Cauliflower musallam (Phoolgobhi musallam),Prepared Meal,58.82717514038086,4.484461307525635,1.8922444581985474,3.5467426776885986,3.0581061840057373,216,bowl,asc_manual
ASC210,Baked vegetables with spinach,Prepared Meal,77.79354858398438,6.929444313049316,3.2176640033721924,4.027524948120117,2.325833797454834,424,bowl,asc_manual
ASC211,Baked potato with skin,Prepared Meal,135.77285766601562,11.109951972961426,3.426379680633545,8.503636360168457,1.1966826915740967,78,bowl,asc_manual
ASC212,Shepherd's pie (vegetarian),Prepared Meal,135.63352966308594,12.034181594848633,5.0406107902526855,7.304504871368408,2.2289252281188965,271,bowl,asc_manual
ASC213,Baked brinjal in tomato sauce,Prepared Meal,38.62895965576172,4.129225254058838,1.5794516801834106,1.6234697103500366,2.340339422225952,431,bowl,asc_manual
ASC214,Dum aloo,Prepared Meal,682.3298950195312,3.3304882049560547,0.6982631683349609,74.0066909790039,0.6791980266571045,500,bowl,asc_manual
ASC215,Spinach paneer (Palak paneer),Prepared Meal,77.6831283569336,4.429644584655762,4.033646583557129,4.763011932373047,1.9068105220794678,296,bowl,asc_manual
ASC216,Methi chaman,Prepared Meal,475.62451171875,2.778881788253784,1.5414977073669434,50.90748596191406,0.5260059833526611,500,bowl,asc_manual
ASC217,Sarson ka saag,Prepared Meal,87.84226989746094,5.325719356536865,3.004992723464966,5.860703468322754,3.6934401988983154,141,bowl,asc_manual
ASC218,Jackfruit sabzi (Kathal ki sabzi),Prepared Meal,625.3995971679688,3.4002726078033447,0.6894789338111877,67.59599304199219,1.0243123769760132,361,bowl,asc_manual
ASC219,Avial,Prepared Meal,124.55918884277344,8.47270679473877,2.4609272480010986,8.936988830566406,5.443193435668945,335,bowl,asc_manual
ASC220,Al yakhani,Prepared Meal,147.54446411132812,4.646077632904053,2.857478380203247,13.144094467163086,1.2702155113220215,232,bowl,asc_manual
ASC221,Shahi paneer,Prepared Meal,156.49583435058594,6.6409196853637695,5.063810348510742,12.341103553771973,1.4023563861846924,259,bowl,asc_manual
ASC222,Paneer in butter sauce,Prepared Meal,145.60780334472656,9.701619148254395,6.986546993255615,8.809211730957031,1.497916340827942,157,bowl,asc_manual
ASC223,Methi malai paneer,Prepared Meal,194.97784423828125,8.150174140930176,7.340943813323975,14.758784294128418,1.4724628925323486,193,bowl,asc_manual
ASC224,Chilli paneer,Prepared Meal,777.5137329101562,3.3070476055145264,2.1021547317504883,84.01101684570312,0.5005616545677185,297,bowl,asc_manual
ASC225,Paneer makhana korma,Prepared Meal,775.816162109375,4.631985187530518,3.242100477218628,82.75785827636719,0.2097858339548111,500,bowl,asc_manual
ASC226,Kadhai Paneer,Prepared Meal,107.99248504638672,7.340911388397217,4.332953453063965,6.807462692260742,2.0674757957458496,318,bowl,asc_manual
ASC227,Roghan josh,Prepared Meal,139.58607482910156,4.928968906402588,9.558643341064453,9.021520614624023,2.0765023231506348,236,bowl,asc_manual
ASC228,Spinach mutton (Palak mutton),Prepared Meal,80.32388305664062,3.4480481147766113,5.742547035217285,4.710127353668213,2.232619285583496,486,bowl,asc_manual
ASC229,Pea keema curry (Matar keema ki sabzi),Prepared Meal,133.0029754638672,6.240138053894043,8.433099746704102,8.137558937072754,2.9595608711242676,344,bowl,asc_manual
ASC230,Keema kofta curry,Prepared Meal,154.45361328125,5.644655227661133,9.769634246826172,10.388391494750977,1.5072987079620361,41,kofta,asc_manual
ASC231,Kashmiri mutton koftas (Gushtaba),Prepared Meal,97.42452239990234,3.0412137508392334,6.334486961364746,6.767289161682129,0.624586820602417,304,gushtaba,asc_manual
ASC232,Mutton yakhni,Prepared Meal,104.12504577636719,0.8425586819648743,8.272323608398438,7.70028018951416,0.6720439195632935,232,bowl,asc_manual
ASC233,Chicken yakhni,Prepared Meal,99.0019760131836,0.7757287621498108,10.658814430236816,6.098036766052246,0.6187388300895691,252,bowl,asc_manual
ASC234,Mutton do piaza,Prepared Meal,183.30474853515625,4.136778354644775,9.38663387298584,14.41110897064209,1.9265577793121338,329,bowl,asc_manual
ASC236,Mutton chops,Prepared Meal,663.6375122070312,1.479083776473999,4.02982759475708,71.31482696533203,0.17231284081935883,350,chop,asc_manual
ASC237,Shammi kebab,Prepared Meal,685.6908569335938,3.53739333152771,4.516568660736084,72.60784912109375,1.049996018409729,171,kabab,asc_manual
ASC238,Scotch egg,Prepared Meal,676.8924560546875,1.907884120941162,4.051231384277344,72.62322998046875,0.3577994108200073,342,piece,asc_manual
ASC239,Shepherd's pie (with minced meat),Prepared Meal,142.7765350341797,8.057974815368652,7.448980808258057,8.878308296203613,1.0464756488800049,188,dish,asc_manual
ASC240,Chicken curry,Prepared Meal,129.22390747070312,3.378472328186035,11.794968605041504,7.5691046714782715,1.4060683250427246,248,bowl,asc_manual
ASC241,Tandoori chicken,Prepared Meal,145.19863891601562,2.3364603519439697,16.263874053955078,7.933260917663574,0.5048695206642151,500,chicken,asc_manual
ASC242,Butter chicken,Prepared Meal,137.00289916992188,3.7448949813842773,10.924116134643555,8.699542045593262,1.3239551782608032,275,large piece,asc_manual
ASC243,Chicken kebab,Prepared Meal,729.4060668945312,1.113486647605896,3.707453489303589,78.8861312866211,0.21231235563755035,124,kabab,asc_manual
ASC244,Chilli chicken,Prepared Meal,198.8343048095703,2.859405279159546,9.572081565856934,16.562744140625,0.9930559396743774,387,bowl,asc_manual
ASC245,Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),Prepared Meal,125.03194427490234,2.506707191467285,11.478141784667969,7.610383987426758,1.1332929134368896,124,piece,asc_manual
ASC246,Fish curry (Machli curry),Prepared Meal,111.1279067993164,3.7737722396850586,8.761919975280762,6.691418170928955,1.885729432106018,254,bowl,asc_manual
ASC247,Fried fish (Indian style) (Tali hui machli),Prepared Meal,658.5440673828125,5.4047698974609375,4.345427989959717,68.8800048828125,0.6069307327270508,354,piece,asc_manual
ASC248,Fried fish and Chips (English Style) (Tali hui machli aur chips),Prepared Meal,651.7488403320312,2.770275831222534,3.3602795600891113,69.69393920898438,0.28517377376556396,500,fillet,asc_manual
ASC249,Tomato fish,Prepared Meal,489.78814697265625,3.17728853225708,2.3944642543792725,51.9081916809082,0.7157089114189148,500,bowl,asc_manual
ASC250,Baked fish with cheese sauce,Prepared Meal,113.96247100830078,4.064233303070068,8.636777877807617,7.021681785583496,0.07612720876932144,354,bowl,asc_manual
ASC251,Fish tikka,Prepared Meal,117.33052825927734,3.9073238372802734,15.997218132019043,4.149013996124268,1.1778521537780762,35,piece,asc_manual
ASC252,Tandoori fish,Prepared Meal,95.9795150756836,2.374371290206909,11.191893577575684,4.642070770263672,0.5800588726997375,234,piece,asc_manual
ASC253,"Paneer, apple and pineapple salad",Prepared Meal,95.08026885986328,8.348224639892578,3.8840737342834473,5.067788600921631,1.647458791732788,258,bowl,asc_manual
ASC254,Russian salad,Prepared Meal,114.8276596069336,6.499463081359863,4.262938499450684,7.836682319641113,2.5697314739227295,316,bowl,asc_manual
ASC255,Pasta salad,Prepared Meal,190.3612060546875,12.696222305297852,4.153348922729492,13.917381286621094,0.9554808735847473,216,bowl,asc_manual
ASC256,Deviled egg,Prepared Meal,98.55766296386719,2.2294209003448486,4.967010974884033,7.715618133544922,1.1514867544174194,160,egg,asc_manual
ASC257,Hawain salad,Prepared Meal,175.2334442138672,14.351881980895996,4.268974781036377,11.366477966308594,3.9338231086730957,390,bowl,asc_manual
ASC258,Mixed pulse and vegetable salad,Prepared Meal,83.11799621582031,13.961459159851074,4.735941410064697,0.8368490934371948,2.9610753059387207,170,bowl,asc_manual
ASC259,Sprouted moong salad,Prepared Meal,37.80807113647461,5.483361721038818,2.28932523727417,0.738871157169342,0.9467975497245789,204,bowl,asc_manual
ASC260,Tossed salad,Prepared Meal,62.958805084228516,4.951407432556152,1.024545431137085,4.218504428863525,2.1481525897979736,341,bowl,asc_manual
ASC261,Mixed vegetable salad with curd sauce,Prepared Meal,60.28056716918945,7.034287452697754,4.229650020599365,1.500777006149292,3.785794496536255,215,bowl,asc_manual
ASC262,Potato salad (Aloo ka salaad),Prepared Meal,89.90807342529297,11.18877124786377,1.3974575996398926,4.396949291229248,1.3211016654968262,236,bowl,asc_manual
ASC263,Waldroff salad,Prepared Meal,141.75323486328125,11.019432067871094,1.4740771055221558,10.051034927368164,1.8653548955917358,246,bowl,asc_manual
ASC264,Coleslaw,Prepared Meal,76.7125244140625,5.590819835662842,1.2383606433868408,5.3203277587890625,2.3380327224731445,153,bowl,asc_manual
ASC265,Fruit salad (Phalon ka salaad),Prepared Meal,78.13645935058594,15.960444450378418,0.9142269492149353,1.2166118621826172,1.5767269134521484,304,bowl,asc_manual
ASC269,Tomato onion raita (Tamatar aur pyaaz ka raita),Prepared Meal,59.00474166870117,7.080774307250977,3.735541582107544,1.8423898220062256,0.9748601317405701,178,bowl,asc_manual
ASC270,Peanut raita (Mungfali ka raita),Prepared Meal,150.38760375976562,9.30008316040039,8.590476036071777,8.979681015014648,1.8900578022003174,123,bowl,asc_manual
ASC271,Sprouted moong raita,Prepared Meal,60.894527435302734,6.12721061706543,4.623001575469971,2.1873152256011963,0.15886159241199493,153,bowl,asc_manual
ASC272,Bottle gourd raita (Ghiya/Lauki ka raita),Prepared Meal,56.30751037597656,5.760406017303467,3.9778194427490234,2.066138744354248,0.8531695604324341,153,bowl,asc_manual
ASC273,Cucumber raita (Kheere ka raita),Prepared Meal,59.12535095214844,6.349913120269775,4.036769866943359,2.0759637355804443,0.8597196936607361,153,bowl,asc_manual
ASC274,Carrot and spinach raita (Gajar aur palak ka raita),Prepared Meal,56.82553482055664,5.834925651550293,4.004861354827881,1.9850701093673706,1.394458293914795,178,bowl,asc_manual
ASC275,Mint raita (Pudinay ka raita),Prepared Meal,77.58534240722656,7.645182132720947,5.6378493309021,2.9639573097229004,0.3442571759223938,105,bowl,asc_manual
ASC276,Potato raita (Aloo ka raita),Prepared Meal,75.379638671875,10.23905086517334,4.220800876617432,2.039623260498047,0.7503228187561035,158,bowl,asc_manual
ASC277,Boondi raita,Prepared Meal,687.7191162109375,3.962462902069092,2.1937742233276367,73.82686614990234,0.45986318588256836,329,bowl,asc_manual
ASC278,Sweet raita (Meetha raita),Prepared Meal,99.2430191040039,17.931249618530273,3.2395832538604736,1.7791666984558105,1.019791603088379,192,bowl,asc_manual
ASC279,Dahi vadas/Dahi bhalla,Prepared Meal,667.726318359375,5.486240863800049,2.960587739944458,70.4029312133789,0.9654499292373657,172,vada,asc_manual
ASC280,Gunjia,Prepared Meal,667.341552734375,5.677238941192627,2.9820384979248047,70.276611328125,1.1347854137420654,175,gunjia,asc_manual
ASC281,Saunth/Sonth chutney with tamarind/imli,Prepared Meal,141.5258026123047,33.551185607910156,1.0124576091766357,0.1537853181362152,0.9340395331382751,30,teaspoon,asc_manual
ASC282,Rice kheer (Chawal ki kheer),Prepared Meal,75.02603149414062,10.049087524414062,2.2972254753112793,2.972336530685425,0.17283688485622406,401,bowl,asc_manual
ASC283,Makhana kheer,Prepared Meal,107.84941864013672,12.878679275512695,3.309985399246216,5.004436492919922,0.11479846388101578,278,bowl,asc_manual
ASC285,Vermicelli kheer (Semiya/Seviyan ki kheer),Prepared Meal,120.0692367553711,15.874359130859375,3.3546767234802246,4.997086048126221,0.4955083131790161,232,bowl,asc_manual
ASC286,Semolina kheer (Suji/Rava kheer),Prepared Meal,113.2107925415039,15.882381439208984,3.4267563819885254,4.204195022583008,0.5071865916252136,230,bowl,asc_manual
ASC287,Paneer kheer,Prepared Meal,105.30525207519531,10.0291166305542,4.527268886566162,5.372189044952393,0.06796462088823318,289,bowl,asc_manual
ASC288,Cabbage kheer (Pattagobhi ki kheer),Prepared Meal,83.50871276855469,9.72950267791748,2.8700525760650635,3.797400951385498,0.5112251043319702,254,bowl,asc_manual
ASC289,Carrot kheer (Gajar ki kheer),Prepared Meal,85.349853515625,10.091094970703125,2.8055949211120605,3.8524258136749268,0.7344692349433899,254,bowl,asc_manual
ASC290,Cauliflower kheer (Phoolgobhi ki kheer),Prepared Meal,81.95392608642578,8.782567977905273,3.037898540496826,3.9515576362609863,0.55208420753479,304,bowl,asc_manual
ASC291,Moong dal kheer,Prepared Meal,77.15716552734375,9.894006729125977,2.952488660812378,2.973688840866089,0.3951878547668457,405,bowl,asc_manual
ASC292,Phirni,Prepared Meal,116.11735534667969,16.108293533325195,3.4872515201568604,4.344455242156982,0.35763630270957947,290,bowl,asc_manual
ASC293,Semolina halwa (Suji ka halwa),Prepared Meal,225.64776611328125,24.666362762451172,2.1644556522369385,13.381912231445312,1.8562361001968384,160,bowl,asc_manual
ASC294,Shahi suji halwa,Prepared Meal,382.3438415527344,44.43684768676758,3.48014235496521,21.725046157836914,2.9615259170532227,98,bowl,asc_manual
ASC295,Carrot halwa (Gajar ka halwa),Prepared Meal,172.64108276367188,18.53288459777832,3.1124789714813232,9.732268333435059,2.653146982192993,168,bowl,asc_manual
ASC296,Egg halwa (Ande ka halwa),Prepared Meal,299.7441101074219,39.58943176269531,7.854403972625732,13.413471221923828,0.4875647723674774,97,bowl,asc_manual
ASC297,Potato halwa (Aloo ka halwa),Prepared Meal,151.66384887695312,29.176040649414062,1.526275634765625,3.4848556518554688,1.641784429550171,158,bowl,asc_manual
ASC298,Pumpkin halwa (Kaddu ka halwa),Prepared Meal,190.2737579345703,27.604692459106445,1.326190710067749,8.809317588806152,2.9703147411346436,155,bowl,asc_manual
ASC299,Moong dal halwa,Prepared Meal,349.80303955078125,40.225799560546875,8.35069751739502,17.679285049438477,2.6476988792419434,95,bowl,asc_manual
ASC300,Caramel custard (steamed),Prepared Meal,121.57780456542969,15.015517234802246,4.970086097717285,4.86879301071167,,232,bowl,asc_manual
ASC301,Baked custard,Prepared Meal,106.52605438232422,9.453520774841309,5.413426876068115,5.303098201751709,,213,bowl,asc_manual
ASC302,Soft Custard (stirred),Prepared Meal,109.18196105957031,11.189579010009766,5.013466835021973,5.065971851348877,,250,bowl,asc_manual
ASC304,Chocolate ice cream,Prepared Meal,177.7037811279297,15.408894538879395,4.468894958496094,11.245984077453613,,371,ice-cream cup,asc_manual
ASC305,Mango ice cream,Prepared Meal,125.68596649169922,11.135087966918945,3.402543783187866,7.618004322052002,0.515350878238678,456,ice-cream cup,asc_manual
ASC307,Fruit Ice cream (Phalon ka Ice cream),Prepared Meal,171.460693359375,16.051361083984375,4.373229503631592,10.380544662475586,0.3315175175666809,321,ice-cream cup,asc_manual
ASC308,Caramel ice cream,Prepared Meal,173.52276611328125,14.805932998657227,4.313412189483643,11.152161598205566,0.08412966877222061,271,ice-cream cup,asc_manual
ASC309,Lemon souffle,Prepared Meal,168.50547790527344,13.43206787109375,6.947383880615234,10.019113540649414,,237,souffle cup,asc_manual
ASC310,Orange souffle,Prepared Meal,168.2843017578125,14.199590682983398,6.798155784606934,9.725512504577637,0.22469262778759003,244,souffle cup,asc_manual
ASC311,Vanilla souffle,Prepared Meal,187.85391235351562,14.78069019317627,7.714758396148682,11.19429874420166,,217,souffle cup,asc_manual
ASC312,Chocolate souffle,Prepared Meal,189.31919860839844,14.740909576416016,7.879227161407471,11.362863540649414,,220,souffle cup,asc_manual
ASC313,Pineapple souffle,Prepared Meal,196.142578125,15.51683235168457,8.064504623413086,11.72044563293457,,202,souffle cup,asc_manual
ASC314,Apple mousse,Prepared Meal,106.92486572265625,12.765068054199219,4.208219051361084,4.273972511291504,1.5965752601623535,365,bowl,asc_manual
ASC315,Rich chocolate mousse,Prepared Meal,188.2603302001953,10.837054252624512,7.959429740905762,12.185083389282227,,210,cup,asc_manual
ASC316,Mango mousse,Prepared Meal,124.9756851196289,9.140071868896484,3.207240104675293,8.466129302978516,0.8845161199569702,279,cup,asc_manual
ASC317,Orange and pineapple cream,Prepared Meal,101.18311309814453,11.956521987915039,1.4360448122024536,5.428611755371094,1.0314165353775024,89,bowl,asc_manual
ASC318,Charlotte rousse,Prepared Meal,188.2864532470703,34.08068084716797,3.95491099357605,4.780652046203613,1.0092885494232178,253,bowl,asc_manual
ASC319,Triffle pudding,Prepared Meal,116.9670639038086,18.23686981201172,2.9333789348602295,3.934662103652954,0.11804961413145065,292,bowl,asc_manual
ASC320,Snow flakes pudding,Prepared Meal,95.21478271484375,8.07217025756836,4.674559593200684,4.968112945556641,0.03333333134651184,318,bowl,asc_manual
ASC321,Kulfi,Prepared Meal,98.42650604248047,11.302668571472168,3.208611488342285,4.696408271789551,0.1230904832482338,270,kulfi,asc_manual
ASC322,Steamed orange pudding,Prepared Meal,278.03314208984375,41.52545166015625,2.343419075012207,12.03508472442627,0.5848687887191772,107,large slice,asc_manual
ASC323,Meringue and rice pudding,Prepared Meal,112.9268798828125,14.604464530944824,4.836517810821533,4.050312519073486,0.16696429252624512,224,bowl,asc_manual
ASC324,Cheese pudding,Prepared Meal,285.0148010253906,19.273853302001953,11.291074752807617,18.37196159362793,0.04963085800409317,121,large slice,asc_manual
ASC325,Chocolate pudding,Prepared Meal,211.96348571777344,29.589513778686523,3.547400951385498,9.477615356445312,0.5250848531723022,166,large slice,asc_manual
ASC326,Bread and butter pudding,Prepared Meal,167.94126892089844,19.62779426574707,5.587009429931641,7.876481533050537,0.9753586053848267,123,plate,asc_manual
ASC327,Queen of pudding,Prepared Meal,132.91976928710938,16.34950065612793,5.507628440856934,5.379554748535156,0.2670759856700897,326,large slice,asc_manual
ASC328,Pineapple upside down pudding,Prepared Meal,257.7335205078125,35.731712341308594,3.147427558898926,11.913189888000488,0.801496684551239,134,large slice,asc_manual
ASC329,Date and nut pie,Prepared Meal,322.4159851074219,46.86371612548828,3.927433729171753,13.313716888427734,4.1345133781433105,226,bowl,asc_manual
ASC330,Stewed apple with custard,Prepared Meal,92.87266540527344,18.35978889465332,1.2698413133621216,1.8204585313796997,1.0072309970855713,283,piece,asc_manual
ASC331,Apple snowballs,Prepared Meal,101.51119995117188,24.58092498779297,0.8575337529182434,0.31221580505371094,1.247591495513916,260,piece,asc_manual
ASC332,Hot orange souffle,Prepared Meal,179.96522521972656,18.76819610595703,6.869344234466553,8.947623252868652,0.2943442761898041,122,bowl,asc_manual
ASC333,Hot chocolate souffle,Prepared Meal,226.09100341796875,26.211408615112305,6.700422286987305,11.104647636413574,0.11661972105503082,142,bowl,asc_manual
ASC334,Hot vanilla souffle,Prepared Meal,192.93272399902344,21.771137237548828,6.874431133270264,9.073646545410156,0.129882350564003,128,bowl,asc_manual
ASC335,Plain burfi (Burfi),Prepared Meal,408.3239440917969,30.884220123291016,9.816153526306152,27.963768005371094,0.1664171814918518,44,burfi,asc_manual
ASC336,Coconut burfi (Nariyal ki burfi),Prepared Meal,467.6354675292969,32.151981353759766,8.811453819274902,34.62643051147461,3.4977974891662598,57,burfi,asc_manual
ASC337,Bottle gourd burfi (Ghiya/Lauki burfi),Prepared Meal,275.95562744140625,24.509532928466797,5.858232498168945,17.67972183227539,0.7348353266716003,72,burfi,asc_manual
ASC338,Chocolate burfi,Prepared Meal,339.3292236328125,33.153846740722656,12.997692108154297,17.863847732543945,,33,burfi,asc_manual
ASC339,Cashewnut burfi (Kaju burfi/Kaju katli),Prepared Meal,421.7447814941406,37.92441940307617,5.475000381469727,28.460464477539062,1.1220929622650146,30,burfi,asc_manual
ASC340,Gram flour burfi (Besan burfi),Prepared Meal,421.7930603027344,46.58642578125,11.193964004516602,22.405546188354492,3.4083199501037598,38,burfi,asc_manual
ASC341,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),Prepared Meal,428.7066345214844,52.85617446899414,6.7135138511657715,21.85932159423828,4.678498268127441,30,ladoo,asc_manual
ASC342,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),Prepared Meal,464.42974853515625,50.90433120727539,5.675257682800293,27.030241012573242,6.693814277648926,36,ladoo,asc_manual
ASC343,Gram flour ladoo (Besan ladoo),Prepared Meal,476.90948486328125,62.60844039916992,8.933900833129883,22.760391235351562,4.428652763366699,35,ladoo,asc_manual
ASC344,Sesame ladoo (Til ke ladoo),Prepared Meal,396.957275390625,43.5,10.704545974731445,19.64090919494629,7.722727298736572,30,ladoo,asc_manual
ASC345,Chenna murki,Prepared Meal,252.69265747070312,36.0110969543457,10.463245391845703,8.199722290039062,,90,bowl,asc_manual
ASC346,Milk cake,Prepared Meal,127.4081802368164,9.12880802154541,3.0126194953918457,8.927241325378418,0.06179286167025566,287,slice,asc_manual
ASC347,Ghujia/Lavang latika,Prepared Meal,768.9789428710938,13.004887580871582,1.8633781671524048,78.9301986694336,0.5188729166984558,106,gunjia,asc_manual
ASC348,Gulab Jamun with khoya,Prepared Meal,586.0634765625,26.092151641845703,2.030522108078003,53.233436584472656,0.07338083535432816,157,gulab jamun,asc_manual
ASC349,Mal pua,Prepared Meal,566.6776733398438,17.56153106689453,1.7057117223739624,54.6356315612793,0.617451548576355,150,malqura,asc_manual
ASC350,Shahi tukre,Prepared Meal,189.81004333496094,41.45988082885742,2.763382911682129,2.5377650260925293,0.5084372758865356,102,tukra,asc_manual
ASC351,Potato pakora/pakoda (Aloo pakoda),Prepared Meal,677.1902465820312,6.043454170227051,1.9038251638412476,71.83795166015625,1.0255004167556763,500,plate,asc_manual
ASC352,Onion pakora/pakoda (Pyaaz ke pakode),Prepared Meal,674.6106567382812,5.411282539367676,1.8990808725357056,71.83914184570312,1.1132690906524658,500,plate,asc_manual
ASC353,Cauliflower pakora/pakoda (Phoolgobhi ke pakode),Prepared Meal,671.6342163085938,4.518176555633545,1.9761749505996704,71.86286163330078,1.2627131938934326,500,plate,asc_manual
ASC354,Mixed vegetable pakora/pakoda,Prepared Meal,673.8098754882812,5.12336540222168,1.938517451286316,71.85663604736328,1.1266123056411743,500,plate,asc_manual
ASC355,Spinach pakora/pakoda (Palak pakoda),Prepared Meal,712.6192016601562,4.676296234130859,1.9645863771438599,76.37808990478516,1.0245863199234009,500,plate,asc_manual
ASC356,Methi pakora/pakoda (Methi ke pakode),Prepared Meal,713.2520141601562,4.683861255645752,2.0616707801818848,76.39006805419922,1.183451533317566,500,plate,asc_manual
ASC357,Egg pakora/pakoda (Ande ke pakode),Prepared Meal,710.5067138671875,4.476509094238281,2.8315439224243164,75.86315155029297,0.8609775304794312,500,plate,asc_manual
ASC358,Bread pakora/pakoda,Prepared Meal,710.9881591796875,8.872590065002441,2.571321725845337,74.19755554199219,1.1136746406555176,500,plate,asc_manual
ASC359,Paneer pakora/pakoda,Prepared Meal,718.1218872070312,5.5248703956604,3.270359516143799,76.05168151855469,0.8868960738182068,500,plate,asc_manual
ASC360,Potato bonda (Aloo bonda),Prepared Meal,632.8350219726562,4.534309387207031,1.0886664390563965,67.79877471923828,0.830328106880188,179,bonda,asc_manual
ASC361,Potato samosa (Aloo ka samosa),Prepared Meal,577.3856811523438,9.205666542053223,1.7117836475372314,59.1909294128418,1.1916142702102661,141,samosa,asc_manual
ASC362,Minced meat samosa (Keema ka samosa),Prepared Meal,620.9884643554688,6.137866973876953,4.42531156539917,64.26115417480469,0.3875543773174286,135,samosa,asc_manual
ASC363,Paneer and pea samosa (Paneer matar ka samosa),Prepared Meal,623.8062744140625,8.548890113830566,4.0177483558654785,63.64622116088867,1.017188549041748,135,samosa,asc_manual
ASC364,Mathri,Prepared Meal,805.1233520507812,12.323095321655273,1.74962317943573,83.09709930419922,0.599705159664154,87,kachori,asc_manual
ASC365,Khasta kachori,Prepared Meal,712.728759765625,12.81132984161377,2.5087974071502686,72.27396392822266,0.9740191698074341,101,kachori,asc_manual
ASC366,Vegetable cutlet,Prepared Meal,665.4544067382812,4.684823989868164,1.2467005252838135,71.32704162597656,0.9317917227745056,338,cutlet,asc_manual
ASC367,Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),Prepared Meal,701.711181640625,7.394248008728027,1.755823016166687,73.88726806640625,0.8566645383834839,331,cutlet,asc_manual
ASC368,Peanut cutlet (Mungfali ke cutlet),Prepared Meal,698.7667236328125,5.675396919250488,2.627135992050171,74.00220489501953,1.2082369327545166,339,cutlet,asc_manual
ASC369,Fish cutlet (Machli ka cutlet),Prepared Meal,654.64013671875,3.1296799182891846,2.768209457397461,70.10616302490234,0.5379318594932556,349,cutlet,asc_manual
